МАРКА,МОДЕЛЬ,ГОД,КОЛИЧЕСТВО
BMW,bmw-m4g82,2020,32215
BMW,bmw-m4g82,2021,18614
BMW,bmw-m4g82,2022,10427
BMW,bmw-m4g82,2023,3477
BMW,bmw-m4g82,2024,208
BMW,bmw-m5,2000,45352
BMW,bmw-m5,2001,48914
BMW,bmw-m5,2002,58216
BMW,bmw-m5,2003,65400
BMW,bmw-m5,2004,62746
BMW,bmw-m5,2005,67163
BMW,bmw-m5,2006,58852
BMW,bmw-m5,2007,59712
BMW,bmw-m5,2008,70773
BMW,bmw-m5,2009,56133
BMW,bmw-m5,2010,56438
BMW,bmw-m5,2011,63884
BMW,bmw-m5,2012,55797
BMW,bmw-m5,2013,49178
BMW,bmw-m5,2014,42936
BMW,bmw-m5,2015,50201
BMW,bmw-m5,2016,41522
BMW,bmw-m5,2017,46415
BMW,bmw-m5,2018,60871
BMW,bmw-m5,2019,46469
BMW,bmw-m5,2020,32212
BMW,bmw-m5,2021,18645
BMW,bmw-m5,2022,10423
BMW,bmw-m5,2023,3477
BMW,bmw-m5,2024,208
BMW,bmw-m6,2000,45352
BMW,bmw-m6,2001,48914
BMW,bmw-m6,2002,58216
BMW,bmw-m6,2003,65400
BMW,bmw-m6,2004,62746
BMW,bmw-m6,2005,67163
BMW,bmw-m6,2006,58852
BMW,bmw-m6,2007,59712
BMW,bmw-m6,2008,70773
BMW,bmw-m6,2009,56133
BMW,bmw-m6,2010,56438
BMW,bmw-m6,2011,63884
BMW,bmw-m6,2012,55797
BMW,bmw-m6,2013,49178
BMW,bmw-m6,2014,42936
BMW,bmw-m6,2015,50201
BMW,bmw-m6,2016,41522
BMW,bmw-m6,2017,46415
BMW,bmw-m6,2018,60871
BMW,bmw-m6,2019,46469
BMW,bmw-m6,2020,32212
BMW,bmw-m6,2021,18645
BMW,bmw-m6,2022,10423
BMW,bmw-m6,2023,3477
BMW,bmw-m6,2024,208
BMW,bmw-m8,2000,45352
BMW,bmw-m8,2001,48914
BMW,bmw-m8,2002,58216
BMW,bmw-m8,2003,65400
BMW,bmw-m8,2004,62746
BMW,bmw-m8,2005,67163
BMW,bmw-m8,2006,58852
BMW,bmw-m8,2007,59712
BMW,bmw-m8,2008,70773
BMW,bmw-m8,2009,56133
BMW,bmw-m8,2010,56438
BMW,bmw-m8,2011,63884
BMW,bmw-m8,2012,55797
BMW,bmw-m8,2013,49178
BMW,bmw-m8,2014,42936
BMW,bmw-m8,2015,50201
BMW,bmw-m8,2016,41522
BMW,bmw-m8,2017,46415
BMW,bmw-m8,2018,60871
BMW,bmw-m8,2019,46469
BMW,bmw-m8,2020,32212
BMW,bmw-m8,2021,18645
BMW,bmw-m8,2022,10423
BMW,bmw-m8,2023,3477
BMW,bmw-m8,2024,208
BMW,bmw-x1,2000,45352
BMW,bmw-x1,2001,48914
BMW,bmw-x1,2002,58216
BMW,bmw-x1,2003,65400
BMW,bmw-x1,2004,62746
BMW,bmw-x1,2005,67163
BMW,bmw-x1,2006,58852
BMW,bmw-x1,2007,59712
BMW,bmw-x1,2008,70773
BMW,bmw-x1,2009,56133
BMW,bmw-x1,2010,56438
BMW,bmw-x1,2011,63884
BMW,bmw-x1,2012,55797
BMW,bmw-x1,2013,49178
BMW,bmw-x1,2014,42936
BMW,bmw-x1,2015,50201
BMW,bmw-x1,2016,41522
BMW,bmw-x1,2017,46415
BMW,bmw-x1,2018,60871
BMW,bmw-x1,2019,46469
BMW,bmw-x1,2020,32212
BMW,bmw-x1,2021,18645
BMW,bmw-x1,2022,10423
BMW,bmw-x1,2023,3477
BMW,bmw-x1,2024,208
BMW,bmw-x1e84,2000,45352
BMW,bmw-x1e84,2001,48914
BMW,bmw-x1e84,2002,58216
BMW,bmw-x1e84,2003,65400
BMW,bmw-x1e84,2004,62746
BMW,bmw-x1e84,2005,67163
BMW,bmw-x1e84,2006,58852
BMW,bmw-x1e84,2007,59712
BMW,bmw-x1e84,2008,70773
BMW,bmw-x1e84,2009,56133
BMW,bmw-x1e84,2010,56438
BMW,bmw-x1e84,2011,63884
BMW,bmw-x1e84,2012,55797
BMW,bmw-x1e84,2013,49178
BMW,bmw-x1e84,2014,42936
BMW,bmw-x1e84,2015,50201
BMW,bmw-x1e84,2016,41522
BMW,bmw-x1e84,2017,46415
BMW,bmw-x1e84,2018,60871
BMW,bmw-x1e84,2019,46469
BMW,bmw-x1e84,2020,32212
BMW,bmw-x1e84,2021,18645
BMW,bmw-x1e84,2022,10423
BMW,bmw-x1e84,2023,3477
BMW,bmw-x1e84,2024,208
BMW,bmw-x1f48,2000,45352
BMW,bmw-x1f48,2001,48914
BMW,bmw-x1f48,2002,58216
BMW,bmw-x1f48,2003,65400
BMW,bmw-x1f48,2004,62746
BMW,bmw-x1f48,2005,67163
BMW,bmw-x1f48,2006,58852
BMW,bmw-x1f48,2007,59712
BMW,bmw-x1f48,2008,70773
BMW,bmw-x1f48,2009,56133
BMW,bmw-x1f48,2010,56438
BMW,bmw-x1f48,2011,63884
BMW,bmw-x1f48,2012,55797
BMW,bmw-x1f48,2013,49178
BMW,bmw-x1f48,2014,42936
BMW,bmw-x1f48,2015,50201
BMW,bmw-x1f48,2016,41522
BMW,bmw-x1f48,2017,46415
BMW,bmw-x1f48,2018,60871
BMW,bmw-x1f48,2019,46469
BMW,bmw-x1f48,2020,32212
BMW,bmw-x1f48,2021,18645
BMW,bmw-x1f48,2022,10423
BMW,bmw-x1f48,2023,3477
BMW,bmw-x1f48,2024,208
BMW,bmw-x1u11,2000,45352
BMW,bmw-x1u11,2001,48914
BMW,bmw-x1u11,2002,58216
BMW,bmw-x1u11,2003,65400
BMW,bmw-x1u11,2004,62746
BMW,bmw-x1u11,2005,67163
BMW,bmw-x1u11,2006,58852
BMW,bmw-x1u11,2007,59712
BMW,bmw-x1u11,2008,70773
BMW,bmw-x1u11,2009,56133
BMW,bmw-x1u11,2010,56438
BMW,bmw-x1u11,2011,63884
BMW,bmw-x1u11,2012,55797
BMW,bmw-x1u11,2013,49178
BMW,bmw-x1u11,2014,42936
BMW,bmw-x1u11,2015,50201
BMW,bmw-x1u11,2016,41522
BMW,bmw-x1u11,2017,46415
BMW,bmw-x1u11,2018,60871
BMW,bmw-x1u11,2019,46469
BMW,bmw-x1u11,2020,32212
BMW,bmw-x1u11,2021,18645
BMW,bmw-x1u11,2022,10423
BMW,bmw-x1u11,2023,3477
BMW,bmw-x1u11,2024,208
BMW,bmw-x2f39,2000,45352
BMW,bmw-x2f39,2001,48914
BMW,bmw-x2f39,2002,58216
BMW,bmw-x2f39,2003,65400
BMW,bmw-x2f39,2004,62746
BMW,bmw-x2f39,2005,67163
BMW,bmw-x2f39,2006,58852
BMW,bmw-x2f39,2007,59712
BMW,bmw-x2f39,2008,70773
BMW,bmw-x2f39,2009,56133
BMW,bmw-x2f39,2010,56438
BMW,bmw-x2f39,2011,63884
BMW,bmw-x2f39,2012,55797
BMW,bmw-x2f39,2013,49178
BMW,bmw-x2f39,2014,42936
BMW,bmw-x2f39,2015,50201
BMW,bmw-x2f39,2016,41522
BMW,bmw-x2f39,2017,46415
BMW,bmw-x2f39,2018,60871
BMW,bmw-x2f39,2019,46469
BMW,bmw-x2f39,2020,32212
BMW,bmw-x2f39,2021,18645
BMW,bmw-x2f39,2022,10423
BMW,bmw-x2f39,2023,3477
BMW,bmw-x2f39,2024,208
BMW,bmw-x3,2000,45352
BMW,bmw-x3,2001,48914
BMW,bmw-x3,2002,58216
BMW,bmw-x3,2003,65400
BMW,bmw-x3,2004,62746
BMW,bmw-x3,2005,67163
BMW,bmw-x3,2006,58852
BMW,bmw-x3,2007,59712
BMW,bmw-x3,2008,70773
BMW,bmw-x3,2009,56133
BMW,bmw-x3,2010,56438
BMW,bmw-x3,2011,63884
BMW,bmw-x3,2012,55797
BMW,bmw-x3,2013,49178
BMW,bmw-x3,2014,42936
BMW,bmw-x3,2015,50201
BMW,bmw-x3,2016,41522
BMW,bmw-x3,2017,46415
BMW,bmw-x3,2018,60871
BMW,bmw-x3,2019,46469
BMW,bmw-x3,2020,32212
BMW,bmw-x3,2021,18645
BMW,bmw-x3,2022,10423
BMW,bmw-x3,2023,3477
BMW,bmw-x3,2024,208
BMW,bmw-x3e83,2000,45530
BMW,bmw-x3e83,2001,48879
BMW,bmw-x3e83,2002,58243
BMW,bmw-x3e83,2003,65387
BMW,bmw-x3e83,2004,62677
BMW,bmw-x3e83,2005,67152
BMW,bmw-x3e83,2006,58811
BMW,bmw-x3e83,2007,59696
BMW,bmw-x3e83,2008,70741
BMW,bmw-x3e83,2009,56118
BMW,bmw-x3e83,2010,56444
BMW,bmw-x3e83,2011,63884
BMW,bmw-x3e83,2012,55797
BMW,bmw-x3e83,2013,49178
BMW,bmw-x3e83,2014,42936
BMW,bmw-x3e83,2015,50201
BMW,bmw-x3e83,2016,41522
BMW,bmw-x3e83,2017,46415
BMW,bmw-x3e83,2018,60871
BMW,bmw-x3e83,2019,46469
BMW,bmw-x3e83,2020,32212
BMW,bmw-x3e83,2021,18645
BMW,bmw-x3e83,2022,10423
BMW,bmw-x3e83,2023,3477
BMW,bmw-x3e83,2024,208
BMW,bmw-x3f25,2000,45530
BMW,bmw-x3f25,2001,48879
BMW,bmw-x3f25,2002,58243
BMW,bmw-x3f25,2003,65387
BMW,bmw-x3f25,2004,62677
BMW,bmw-x3f25,2005,67152
BMW,bmw-x3f25,2006,58811
BMW,bmw-x3f25,2007,59696
BMW,bmw-x3f25,2008,70741
BMW,bmw-x3f25,2009,56118
BMW,bmw-x3f25,2010,56444
BMW,bmw-x3f25,2011,63884
BMW,bmw-x3f25,2012,55803
BMW,bmw-x3f25,2013,49169
BMW,bmw-x3f25,2014,42939
BMW,bmw-x3f25,2015,50213
BMW,bmw-x3f25,2016,41524
BMW,bmw-x3f25,2017,46437
BMW,bmw-x3f25,2018,60895
BMW,bmw-x3f25,2019,46484
BMW,bmw-x3f25,2020,32220
BMW,bmw-x3f25,2021,18646
BMW,bmw-x3f25,2022,10433
BMW,bmw-x3f25,2023,3477
BMW,bmw-x3f25,2024,208
BMW,bmw-x3g01,2000,45530
BMW,bmw-x3g01,2001,48879
BMW,bmw-x3g01,2002,58243
BMW,bmw-x3g01,2003,65387
BMW,bmw-x3g01,2004,62677
BMW,bmw-x3g01,2005,67152
BMW,bmw-x3g01,2006,58811
BMW,bmw-x3g01,2007,59696
BMW,bmw-x3g01,2008,70741
BMW,bmw-x3g01,2009,56118
BMW,bmw-x3g01,2010,56444
BMW,bmw-x3g01,2011,63884
BMW,bmw-x3g01,2012,55803
BMW,bmw-x3g01,2013,49169
BMW,bmw-x3g01,2014,42939
BMW,bmw-x3g01,2015,50213
BMW,bmw-x3g01,2016,41524
BMW,bmw-x3g01,2017,46437
BMW,bmw-x3g01,2018,60895
BMW,bmw-x3g01,2019,46484
BMW,bmw-x3g01,2020,32220
BMW,bmw-x3g01,2021,18646
BMW,bmw-x3g01,2022,10433
BMW,bmw-x3g01,2023,3464
BMW,bmw-x3g01,2024,254
BMW,bmw-x3mf97,2000,45530
BMW,bmw-x3mf97,2001,48879
BMW,bmw-x3mf97,2002,58243
BMW,bmw-x3mf97,2003,65387
BMW,bmw-x3mf97,2004,62677
BMW,bmw-x3mf97,2005,67152
BMW,bmw-x3mf97,2006,58811
BMW,bmw-x3mf97,2007,59696
BMW,bmw-x3mf97,2008,70741
BMW,bmw-x3mf97,2009,56118
BMW,bmw-x3mf97,2010,56444
BMW,bmw-x3mf97,2011,63884
BMW,bmw-x3mf97,2012,55803
BMW,bmw-x3mf97,2013,49169
BMW,bmw-x3mf97,2014,42939
BMW,bmw-x3mf97,2015,50213
BMW,bmw-x3mf97,2016,41524
BMW,bmw-x3mf97,2017,46437
BMW,bmw-x3mf97,2018,60895
BMW,bmw-x3mf97,2019,46484
BMW,bmw-x3mf97,2020,32220
BMW,bmw-x3mf97,2021,18646
BMW,bmw-x3mf97,2022,10433
BMW,bmw-x3mf97,2023,3464
BMW,bmw-x3mf97,2024,254
BMW,bmw-x4f26,2000,45530
BMW,bmw-x4f26,2001,48879
BMW,bmw-x4f26,2002,58243
BMW,bmw-x4f26,2003,65387
BMW,bmw-x4f26,2004,62677
BMW,bmw-x4f26,2005,67152
BMW,bmw-x4f26,2006,58811
BMW,bmw-x4f26,2007,59696
BMW,bmw-x4f26,2008,70741
BMW,bmw-x4f26,2009,56118
BMW,bmw-x4f26,2010,56444
BMW,bmw-x4f26,2011,63884
BMW,bmw-x4f26,2012,55803
BMW,bmw-x4f26,2013,49169
BMW,bmw-x4f26,2014,42939
BMW,bmw-x4f26,2015,50213
BMW,bmw-x4f26,2016,41524
BMW,bmw-x4f26,2017,46437
BMW,bmw-x4f26,2018,60895
BMW,bmw-x4f26,2019,46484
BMW,bmw-x4f26,2020,32220
BMW,bmw-x4f26,2021,18646
BMW,bmw-x4f26,2022,10433
BMW,bmw-x4f26,2023,3464
BMW,bmw-x4f26,2024,254
BMW,bmw-x4g02,2000,45530
BMW,bmw-x4g02,2001,48879
BMW,bmw-x4g02,2002,58243
BMW,bmw-x4g02,2003,65387
BMW,bmw-x4g02,2004,62677
BMW,bmw-x4g02,2005,67152
BMW,bmw-x4g02,2006,58811
BMW,bmw-x4g02,2007,59696
BMW,bmw-x4g02,2008,70741
BMW,bmw-x4g02,2009,56118
BMW,bmw-x4g02,2010,56444
BMW,bmw-x4g02,2011,63884
BMW,bmw-x4g02,2012,55803
BMW,bmw-x4g02,2013,49169
BMW,bmw-x4g02,2014,42939
BMW,bmw-x4g02,2015,50213
BMW,bmw-x4g02,2016,41524
BMW,bmw-x4g02,2017,46437
BMW,bmw-x4g02,2018,60895
BMW,bmw-x4g02,2019,46484
BMW,bmw-x4g02,2020,32220
BMW,bmw-x4g02,2021,18646
BMW,bmw-x4g02,2022,10433
BMW,bmw-x4g02,2023,3464
BMW,bmw-x4g02,2024,254
BMW,bmw-x4mf98,2000,45530
BMW,bmw-x4mf98,2001,48879
BMW,bmw-x4mf98,2002,58243
BMW,bmw-x4mf98,2003,65387
BMW,bmw-x4mf98,2004,62677
BMW,bmw-x4mf98,2005,67152
BMW,bmw-x4mf98,2006,58811
BMW,bmw-x4mf98,2007,59696
BMW,bmw-x4mf98,2008,70741
BMW,bmw-x4mf98,2009,56118
BMW,bmw-x4mf98,2010,56444
BMW,bmw-x4mf98,2011,63884
BMW,bmw-x4mf98,2012,55803
BMW,bmw-x4mf98,2013,49169
BMW,bmw-x4mf98,2014,42939
BMW,bmw-x4mf98,2015,50213
BMW,bmw-x4mf98,2016,41524
BMW,bmw-x4mf98,2017,46437
BMW,bmw-x4mf98,2018,60895
BMW,bmw-x4mf98,2019,46484
BMW,bmw-x4mf98,2020,32220
BMW,bmw-x4mf98,2021,18646
BMW,bmw-x4mf98,2022,10433
BMW,bmw-x4mf98,2023,3464
BMW,bmw-x4mf98,2024,254
BMW,bmw-x5,2000,45530
BMW,bmw-x5,2001,48879
BMW,bmw-x5,2002,58243
BMW,bmw-x5,2003,65387
BMW,bmw-x5,2004,62677
BMW,bmw-x5,2005,67152
BMW,bmw-x5,2006,58811
BMW,bmw-x5,2007,59696
BMW,bmw-x5,2008,70741
BMW,bmw-x5,2009,56118
BMW,bmw-x5,2010,56444
BMW,bmw-x5,2011,63884
BMW,bmw-x5,2012,55803
BMW,bmw-x5,2013,49169
BMW,bmw-x5,2014,42939
BMW,bmw-x5,2015,50213
BMW,bmw-x5,2016,41524
BMW,bmw-x5,2017,46437
BMW,bmw-x5,2018,60895
BMW,bmw-x5,2019,46484
BMW,bmw-x5,2020,32220
BMW,bmw-x5,2021,18646
BMW,bmw-x5,2022,10433
BMW,bmw-x5,2023,3464
BMW,bmw-x5,2024,254
BMW,bmw-x5e53,2000,45530
BMW,bmw-x5e53,2001,48879
BMW,bmw-x5e53,2002,58243
BMW,bmw-x5e53,2003,65387
BMW,bmw-x5e53,2004,62677
BMW,bmw-x5e53,2005,67152
BMW,bmw-x5e53,2006,58811
BMW,bmw-x5e53,2007,59696
BMW,bmw-x5e53,2008,70741
BMW,bmw-x5e53,2009,56118
BMW,bmw-x5e53,2010,56444
BMW,bmw-x5e53,2011,63884
BMW,bmw-x5e53,2012,55803
BMW,bmw-x5e53,2013,49169
BMW,bmw-x5e53,2014,42939
BMW,bmw-x5e53,2015,50213
BMW,bmw-x5e53,2016,41524
BMW,bmw-x5e53,2017,46437
BMW,bmw-x5e53,2018,60895
BMW,bmw-x5e53,2019,46484
BMW,bmw-x5e53,2020,32220
BMW,bmw-x5e53,2021,18646
BMW,bmw-x5e53,2022,10433
BMW,bmw-x5e53,2023,3464
BMW,bmw-x5e53,2024,254
BMW,bmw-x5e70,2000,45537
BMW,bmw-x5e70,2001,48906
BMW,bmw-x5e70,2002,58239
BMW,bmw-x5e70,2003,65391
BMW,bmw-x5e70,2004,62686
BMW,bmw-x5e70,2005,67169
BMW,bmw-x5e70,2006,58829
BMW,bmw-x5e70,2007,59710
BMW,bmw-x5e70,2008,70759
BMW,bmw-x5e70,2009,56122
BMW,bmw-x5e70,2010,56415
BMW,bmw-x5e70,2011,63884
BMW,bmw-x5e70,2012,55822
BMW,bmw-x5e70,2013,49169
BMW,bmw-x5e70,2014,42939
BMW,bmw-x5e70,2015,50213
BMW,bmw-x5e70,2016,41524
BMW,bmw-x5e70,2017,46437
BMW,bmw-x5e70,2018,60895
BMW,bmw-x5e70,2019,46484
BMW,bmw-x5e70,2020,32220
BMW,bmw-x5e70,2021,18646
BMW,bmw-x5e70,2022,10433
BMW,bmw-x5e70,2023,3464
BMW,bmw-x5e70,2024,254
BMW,bmw-x5f15,2000,45537
BMW,bmw-x5f15,2001,48906
BMW,bmw-x5f15,2002,58239
BMW,bmw-x5f15,2003,65391
BMW,bmw-x5f15,2004,62686
BMW,bmw-x5f15,2005,67169
BMW,bmw-x5f15,2006,58829
BMW,bmw-x5f15,2007,59710
BMW,bmw-x5f15,2008,70759
BMW,bmw-x5f15,2009,56122
BMW,bmw-x5f15,2010,56415
BMW,bmw-x5f15,2011,63901
BMW,bmw-x5f15,2012,55822
BMW,bmw-x5f15,2013,49173
BMW,bmw-x5f15,2014,42977
BMW,bmw-x5f15,2015,50219
BMW,bmw-x5f15,2016,41545
BMW,bmw-x5f15,2017,46439
BMW,bmw-x5f15,2018,60905
BMW,bmw-x5f15,2019,46500
BMW,bmw-x5f15,2020,32216
BMW,bmw-x5f15,2021,18624
BMW,bmw-x5f15,2022,10423
BMW,bmw-x5f15,2023,3464
BMW,bmw-x5f15,2024,254
BMW,bmw-x5g05,2000,45537
BMW,bmw-x5g05,2001,48906
BMW,bmw-x5g05,2002,58239
BMW,bmw-x5g05,2003,65391
BMW,bmw-x5g05,2004,62686
BMW,bmw-x5g05,2005,67169
BMW,bmw-x5g05,2006,58829
BMW,bmw-x5g05,2007,59710
BMW,bmw-x5g05,2008,70759
BMW,bmw-x5g05,2009,56122
BMW,bmw-x5g05,2010,56415
BMW,bmw-x5g05,2011,63901
BMW,bmw-x5g05,2012,55822
BMW,bmw-x5g05,2013,49173
BMW,bmw-x5g05,2014,42977
BMW,bmw-x5g05,2015,50219
BMW,bmw-x5g05,2016,41545
BMW,bmw-x5g05,2017,46439
BMW,bmw-x5g05,2018,60905
BMW,bmw-x5g05,2019,46500
BMW,bmw-x5g05,2020,32216
BMW,bmw-x5g05,2021,18624
BMW,bmw-x5g05,2022,10423
BMW,bmw-x5g05,2023,3501
BMW,bmw-x5g05,2024,254
BMW,bmw-x5me70,2000,45537
BMW,bmw-x5me70,2001,48906
BMW,bmw-x5me70,2002,58239
BMW,bmw-x5me70,2003,65391
BMW,bmw-x5me70,2004,62686
BMW,bmw-x5me70,2005,67169
BMW,bmw-x5me70,2006,58829
BMW,bmw-x5me70,2007,59710
BMW,bmw-x5me70,2008,70759
BMW,bmw-x5me70,2009,56122
BMW,bmw-x5me70,2010,56415
BMW,bmw-x5me70,2011,63901
BMW,bmw-x5me70,2012,55822
BMW,bmw-x5me70,2013,49173
BMW,bmw-x5me70,2014,42977
BMW,bmw-x5me70,2015,50219
BMW,bmw-x5me70,2016,41545
BMW,bmw-x5me70,2017,46439
BMW,bmw-x5me70,2018,60905
BMW,bmw-x5me70,2019,46500
BMW,bmw-x5me70,2020,32216
BMW,bmw-x5me70,2021,18624
BMW,bmw-x5me70,2022,10423
BMW,bmw-x5me70,2023,3501
BMW,bmw-x5me70,2024,254
BMW,bmw-x5mf85,2000,45537
BMW,bmw-x5mf85,2001,48906
BMW,bmw-x5mf85,2002,58239
BMW,bmw-x5mf85,2003,65391
BMW,bmw-x5mf85,2004,62686
BMW,bmw-x5mf85,2005,67169
BMW,bmw-x5mf85,2006,58829
BMW,bmw-x5mf85,2007,59710
BMW,bmw-x5mf85,2008,70759
BMW,bmw-x5mf85,2009,56122
BMW,bmw-x5mf85,2010,56415
BMW,bmw-x5mf85,2011,63901
BMW,bmw-x5mf85,2012,55822
BMW,bmw-x5mf85,2013,49173
BMW,bmw-x5mf85,2014,42977
BMW,bmw-x5mf85,2015,50219
BMW,bmw-x5mf85,2016,41545
BMW,bmw-x5mf85,2017,46439
BMW,bmw-x5mf85,2018,60905
BMW,bmw-x5mf85,2019,46500
BMW,bmw-x5mf85,2020,32216
BMW,bmw-x5mf85,2021,18624
BMW,bmw-x5mf85,2022,10423
BMW,bmw-x5mf85,2023,3501
BMW,bmw-x5mf85,2024,254
BMW,bmw-x5mf95,2000,45537
BMW,bmw-x5mf95,2001,48906
BMW,bmw-x5mf95,2002,58239
BMW,bmw-x5mf95,2003,65391
BMW,bmw-x5mf95,2004,62686
BMW,bmw-x5mf95,2005,67169
BMW,bmw-x5mf95,2006,58829
BMW,bmw-x5mf95,2007,59710
BMW,bmw-x5mf95,2008,70759
BMW,bmw-x5mf95,2009,56122
BMW,bmw-x5mf95,2010,56415
BMW,bmw-x5mf95,2011,63901
BMW,bmw-x5mf95,2012,55822
BMW,bmw-x5mf95,2013,49173
BMW,bmw-x5mf95,2014,42977
BMW,bmw-x5mf95,2015,50219
BMW,bmw-x5mf95,2016,41545
BMW,bmw-x5mf95,2017,46439
BMW,bmw-x5mf95,2018,60905
BMW,bmw-x5mf95,2019,46500
BMW,bmw-x5mf95,2020,32216
BMW,bmw-x5mf95,2021,18624
BMW,bmw-x5mf95,2022,10423
BMW,bmw-x5mf95,2023,3501
BMW,bmw-x5mf95,2024,254
BMW,bmw-x6,2000,45537
BMW,bmw-x6,2001,48906
BMW,bmw-x6,2002,58239
BMW,bmw-x6,2003,65391
BMW,bmw-x6,2004,62686
BMW,bmw-x6,2005,67169
BMW,bmw-x6,2006,58829
BMW,bmw-x6,2007,59710
BMW,bmw-x6,2008,70759
BMW,bmw-x6,2009,56122
BMW,bmw-x6,2010,56415
BMW,bmw-x6,2011,63901
BMW,bmw-x6,2012,55822
BMW,bmw-x6,2013,49173
BMW,bmw-x6,2014,42977
BMW,bmw-x6,2015,50219
BMW,bmw-x6,2016,41545
BMW,bmw-x6,2017,46439
BMW,bmw-x6,2018,60905
BMW,bmw-x6,2019,46500
BMW,bmw-x6,2020,32216
BMW,bmw-x6,2021,18624
BMW,bmw-x6,2022,10423
BMW,bmw-x6,2023,3501
BMW,bmw-x6,2024,254
BMW,bmw-x6e71e72,2000,45139
BMW,bmw-x6e71e72,2001,48621
BMW,bmw-x6e71e72,2002,58182
BMW,bmw-x6e71e72,2003,65238
BMW,bmw-x6e71e72,2004,62594
BMW,bmw-x6e71e72,2007,59731
BMW,bmw-x6e71e72,2008,70772
BMW,bmw-x6e71e72,2009,56127
BMW,bmw-x6e71e72,2010,56469
BMW,bmw-x6e71e72,2011,63901
BMW,bmw-x6e71e72,2012,55840
BMW,bmw-x6e71e72,2013,49173
BMW,bmw-x6e71e72,2014,42977
BMW,bmw-x6e71e72,2015,50219
BMW,bmw-x6e71e72,2016,41545
BMW,bmw-x6e71e72,2017,46439
BMW,bmw-x6e71e72,2018,60905
BMW,bmw-x6e71e72,2019,46500
BMW,bmw-x6e71e72,2020,32216
BMW,bmw-x6e71e72,2021,18624
BMW,bmw-x6e71e72,2022,10423
BMW,bmw-x6e71e72,2023,3501
BMW,bmw-x6e71e72,2024,254
BMW,bmw-x6f16,2000,45139
BMW,bmw-x6f16,2001,48621
BMW,bmw-x6f16,2002,58182
BMW,bmw-x6f16,2003,65238
BMW,bmw-x6f16,2004,62594
BMW,bmw-x6f16,2005,67211
BMW,bmw-x6f16,2006,58838
BMW,bmw-x6f16,2007,59731
BMW,bmw-x6f16,2008,70772
BMW,bmw-x6f16,2009,56127
BMW,bmw-x6f16,2010,56469
BMW,bmw-x6f16,2011,63902
BMW,bmw-x6f16,2012,55840
BMW,bmw-x6f16,2013,49178
BMW,bmw-x6f16,2014,42980
BMW,bmw-x6f16,2015,50235
BMW,bmw-x6f16,2016,41560
BMW,bmw-x6f16,2017,46176
BMW,bmw-x6f16,2018,60860
BMW,bmw-x6f16,2019,46489
BMW,bmw-x6f16,2020,32210
BMW,bmw-x6f16,2021,18625
BMW,bmw-x6f16,2022,10426
BMW,bmw-x6f16,2023,3503
BMW,bmw-x6f16,2024,254
BMW,bmw-x6g06,2000,45139
BMW,bmw-x6g06,2001,48621
BMW,bmw-x6g06,2002,58182
BMW,bmw-x6g06,2003,65238
BMW,bmw-x6g06,2004,62594
BMW,bmw-x6g06,2005,67211
BMW,bmw-x6g06,2006,58838
BMW,bmw-x6g06,2007,59731
BMW,bmw-x6g06,2008,70772
BMW,bmw-x6g06,2009,56127
BMW,bmw-x6g06,2010,56469
BMW,bmw-x6g06,2011,63902
BMW,bmw-x6g06,2012,55840
BMW,bmw-x6g06,2013,49178
BMW,bmw-x6g06,2014,42980
BMW,bmw-x6g06,2015,50235
BMW,bmw-x6g06,2016,41560
BMW,bmw-x6g06,2017,46176
BMW,bmw-x6g06,2018,60860
BMW,bmw-x6g06,2019,46489
BMW,bmw-x6g06,2020,32210
BMW,bmw-x6g06,2021,18625
BMW,bmw-x6g06,2022,10426
BMW,bmw-x6g06,2023,3503
BMW,bmw-x6g06,2024,254
BMW,bmw-x6mf86,2000,45139
BMW,bmw-x6mf86,2001,48621
BMW,bmw-x6mf86,2002,58182
BMW,bmw-x6mf86,2003,65238
BMW,bmw-x6mf86,2004,62594
BMW,bmw-x6mf86,2005,67211
BMW,bmw-x6mf86,2006,58838
BMW,bmw-x6mf86,2007,59731
BMW,bmw-x6mf86,2008,70772
BMW,bmw-x6mf86,2009,56127
BMW,bmw-x6mf86,2010,56469
BMW,bmw-x6mf86,2011,63902
BMW,bmw-x6mf86,2012,55840
BMW,bmw-x6mf86,2013,49178
BMW,bmw-x6mf86,2014,42980
BMW,bmw-x6mf86,2015,50235
BMW,bmw-x6mf86,2016,41560
BMW,bmw-x6mf86,2017,46176
BMW,bmw-x6mf86,2018,60860
BMW,bmw-x6mf86,2019,46489
BMW,bmw-x6mf86,2020,32210
BMW,bmw-x6mf86,2021,18625
BMW,bmw-x6mf86,2022,10426
BMW,bmw-x6mf86,2023,3503
BMW,bmw-x6mf86,2024,254
BMW,bmw-x6mf96,2000,45139
BMW,bmw-x6mf96,2001,48621
BMW,bmw-x6mf96,2002,58182
BMW,bmw-x6mf96,2003,65238
BMW,bmw-x6mf96,2004,62594
BMW,bmw-x6mf96,2005,67211
BMW,bmw-x6mf96,2006,58838
BMW,bmw-x6mf96,2007,59731
BMW,bmw-x6mf96,2008,70772
BMW,bmw-x6mf96,2009,56127
BMW,bmw-x6mf96,2010,56469
BMW,bmw-x6mf96,2011,63902
BMW,bmw-x6mf96,2012,55840
BMW,bmw-x6mf96,2013,49178
BMW,bmw-x6mf96,2014,42980
BMW,bmw-x6mf96,2015,50235
BMW,bmw-x6mf96,2016,41560
